,Your privacy is important to us. By continuing you agree to [our privacy guidelines](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, did Carole Baskin murder her husband? 🐯",What college are you?,Are you...,I am looking for a...,I am in my...,I want to match with a...,What course do you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, are you chaotic?",What type of chaos are you?,I identify as being..,I am fine matching with people with different political beliefs than me,I specifically do not want to match with someone who is..,Are there things science can't explain?,Are you an optimist?,Do you like going to new places with new people?,Is it okay to step on others to get ahead?,Do individuals have a responsibility to make sacrifices for their community?,How much do you love your college?,Do you like to work in your college library?,Would you date someone that rows?,Would you go on a date to a college formal?,Sexiest JCR role?,What were you like on your freshers group chat?,The biggest sin on College FB Groups is...,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what is your heart’s desire? 
","How smart are you compared to the average Oxford student? 
",Do you make an effort to attend lectures?,What type of tute partner are you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, have you ever overslept and missed a tutorial?",Most creative excuse for a late/missed essay?,I generally find it easy to find friends to go to the places I want,"Where do you study? 
",Worst library sin?,Favourite library?,What is the biggest waste of human potential?,"Be honest, have you ever hacked?",Would you ever date a hack?,Do you enjoy crewdates?,Best sconce?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} do you drink excessively?,Are you a...,Greggs or Pret?,Favourite pub? 🍺,Favourite cafe? ☕,Is clubbing a large part of your social life?,Is Fever a bad idea?,I love Bridge Thursdays this much...,I would rather go to the pub than the club..,Ideal afters?,How musical are you?,Is music a big part of your life?,What type of music do you enjoy?,Favourite band/artist?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} how kinky are you?,Do you consider yourself athletic?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what sports do you do?",I generally consider myself..,In my friendship group I am..,Do you think you have a good work/life balance?,I want to go on dates but I feel like I can’t find anyone…,My ideal post-lockdown first date would be...,Do you use dating apps?,Which ones?,How satisfied are you with the present choices for dating apps?,"Out of 5 matches, how many would you say you meet in person? \* ",Do you want to meet dating app matches in person?,Why don't you meet up with matches in person?,Would you like to be an early user for a new dating app in Michaelmas 2020?,I am okay matching with someone from my college,I am okay matching with someone from my course,How'd we do?,Your suggestions and feedback are welcome,I want to find a..,The college I dislike the most is...,Favourite club in Oxford?,(optional) What's been your experience with dating apps and how could it be improved?,I want to be matched with people looking for...,Submitted At,Token
491,1.0,person 494,Yes,The Queen's College,Female,Male,First year,"First year, Second year, Third year",English and Modern Languages,1.0,Chaotic evil,I am not political,1.0,,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,Entz 🎫,The silent observer,Just general shitposting,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,,True,Uni libraries,,Rad cam,Oxford University Conservative Association,0.0,0.0,1.0,,0.0,A mix of all the above depending on the week,Greggs,,,1.0,0.0,5.0,False,Kebab van,2.0,1.0,"Pop, Rap, R&B, Reggae, Indie",Arctic monkeys & lana,8.0,2.0,Swimming,Introverted,The Daredevil,1.0,True,,0.0,,,,,,1.0,0.0,0.0,2.0,,Something more... ❤️,Christ Church,Park End,,,2020-05-28 17:32:53,snbjji8qs64fgosnbziurxxolfj5fnza
492,1.0,person 859,Yes,St Hugh's College,Male,Male,First year,"First year, Second year",Modern Languages and Linguistics,1.0,Chaotic neutral,Slightly left-wing,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,Entz 🎫,The silent observer,Sharing events nobody cares about,Spouse❤️,2.0,1.0,Ask questions to eat up the 🕐,0.0,"“Corona related issues”, nice and vague",True,Uni libraries,Crisps,Taylorian,The Oxford Union,0.0,1.0,1.0,Got pied off by two different girls who ended up getting with each other,1.0,A mix of all the above depending on the week,Greggs,Four Candles,Leon,1.0,1.0,4.0,False,Kebab van,3.0,1.0,"Electronic, Indie, Rap, Blues",The Strokes,7.0,3.0,"Football, Swimming, Cricket",Extroverted,The Wildcard,1.0,False,A gig,1.0,Tinder,3.0,2.0,1.0,Coronavirus lol,0.0,0.0,1.0,5.0,,Something more... ❤️,St John's College,Bridge,,,2020-05-28 17:36:18,18hr36pvz6oxb8x184130o06tkw9vxq4
493,1.0,person 526,Yes,Exeter College,Female,"Male, Female",First year,"First year, Second year",Biochemistry (Molecular and Cellular),1.0,Chaotic good,Moderately left-wing,1.0,,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Entz 🎫,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,Please don't ask me a question,1.0,,False,College library,Leaving stuff on the desk all day and taking up a space but never returning,Bod,Oxford University Conservative Association,0.0,1.0,1.0,I sconce anyone who’s had 3 porters from 3 separate colleges get them back after a crew date,1.0,A mix of all the above depending on the week,Greggs,The White Rabbit,Taylor’s,1.0,1.0,5.0,False,Kebab van,2.0,0.0,,,7.0,2.0,None,In between,The Mess,0.0,True,"Something simple, walk and a chat, get to know them a bit",1.0,Tinder,2.0,0.0,1.0,Lockdown :(,1.0,0.0,1.0,5.0,,Something more... ❤️,Jesus College,Park End,,,2020-05-28 17:38:44,txj39wqcrzhpepz9knuoihstxj39whq1
494,1.0,person 1348,Yes,Christ Church,Male,Female,First year,"First year, Second year",Mathematics and Statistics,1.0,Chaotic good,I am not political,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,Secretary ✍️,The non-stop chatterbox,Using it as your personal lost & found,First🎓,5.0,0.0,I'm too busy arguing with the tutor..,1.0,,True,My room,,Rad Cam,Oxford University Conservative Association,0.0,1.0,1.0,,0.0,Get up in the afternoon person ⏰ (!!!),Greggs,St. Aldate's Taven,,0.0,1.0,2.0,True,Kebab van,1.0,1.0,"Pop, Rap, Electronic, Jazz, Classical, Metal",Judas Priest,10.0,4.0,"Football, Cricket, Chess",In between,The Wildcard,1.0,True,Late-night movie on acid,0.0,,,,,,1.0,0.0,0.0,5.0,"A radical possibility: Let's say you've established compatibility between me and 4 potential matches. Give me the anonymized answers (name, college, subject etc. removed) of the 4 matches and have me rank them. Each of the 4 will similarly rank me among their potential matches. This will allow you to use the Stable Marriage Algorithm to make more compatible matches, and use the results of peoples' ranking to tweak your decision making process of compatibility.",Something more... ❤️,Wycliffe Hall,Park End,,,2020-05-28 18:15:05,r5v46swlqbqu4nqvo7b6lf4yr5v46swf
495,1.0,person 216,Yes,Christ Church,Male,Female,First year,"First year, Second year, Third year","Psychology, Philosophy and Linguistics",1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Entz 🎫,The silent observer,Ranting / causing drama,First🎓,3.0,0.0,I'm too busy arguing with the tutor..,1.0,My dog broke my laptop.,True,College library,Not knowing how to flush properly...,Rad Cam,Oxford University Conservative Association,0.0,1.0,1.0,Sex in a graveyard...,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,King's Arms,Obviously the Missing Bean,1.0,0.0,4.0,False,Kebab van,1.0,1.0,"Electronic, Rap, Indie, R&B, Pop, Jazz",Phil Elverum,5.0,3.0,"Basketball, Football, Netball (!)",In between,The Mess,0.0,False,Punting and a boozy swim!,0.0,,,,,,1.0,0.0,1.0,5.0,"More music choices. Also, on the ""how musical are you"" question, I'm not sure whether it was asking about my enjoyment of music or my playing of it! Otherwise, really enjoyed the questionnaire, very sleek.",Something more... ❤️,Magdalen College,Bridge,,,2020-05-28 18:15:10,mtgx8gt0cagu76e5t3mtgx8gvjtshnnk
496,1.0,person 1764,No,Keble College,Female,Male,First year,"First year, Second year, Third year","Philosophy, Politics and Economics (PPE)",0.0,,Moderately left-wing,0.0,"Slightly conservative, Moderately conservative, Very conservative",1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,Secretary ✍️,The silent observer,Just general shitposting,First🎓,4.0,1.0,Please don't ask me a question,0.0,,False,College library,,keble,Oxford University Conservative Association,0.0,1.0,1.0,,0.0,A mix of all the above depending on the week,Pret a Manger,,the handlebar,0.0,0.0,2.0,True,Kebab van,3.0,1.0,"Jazz, Indie",amy winehouse,6.0,1.0,Cycling,In between,The Wildcard,1.0,True,,0.0,,,,,,0.0,0.0,1.0,5.0,,Something more... ❤️,Magdalen College,Fever,,,2020-05-28 18:21:34,pn1mo6i9k23xc47taiopn1movkuzzpxy
497,1.0,person 1043,Yes,University College,Male,Female,First year,"First year, Second year, Third year","Philosophy, Politics and Economics (PPE)",0.0,,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,President👑,The silent observer,Just general shitposting,First🎓,4.0,0.0,I'm too busy arguing with the tutor..,0.0,,True,College library,,univ college old lib,Student 'journalism',0.0,1.0,1.0,,1.0,Morning person 🌅,Pret a Manger,turf or bear,common ground,1.0,1.0,3.0,True,McDonalds,3.0,1.0,"Blues, Classical, Jazz, Electronic, Pop, Indie, Rap",beatles lol,7.0,2.0,"Rugby, Shooting, croquet please",Extroverted,The Organizer,1.0,False,picnic in the park. i want to be outside again,1.0,Tinder,5.0,0.0,0.0,"That's not what I'm trying to do // I don't want to meet in person, just match for the ego boost realistically",1.0,0.0,1.0,3.0,,Just a friend 😊,St Hilda's College,Bully,only used tinder to match w people haven't ever wanted to actually go on a date,,2020-05-28 18:24:32,xplmnnlsmftyuxplmnvks5bhxsvjx73i
498,1.0,person 20,No,St Catherine's College,Female,Male,First year,"First year, Second year, Third year",Chemistry,1.0,Chaotic evil,I am not political,1.0,,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Welfare 💜,The silent observer,Using it as your personal lost & found,Spouse❤️,3.0,0.0,The Teamplayer (back them up!),0.0,,True,Uni libraries,,Radcam,Oxford University Conservative Association,0.0,0.0,1.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,,,1.0,0.0,4.0,False,Kebab van,1.0,0.0,,,7.0,2.0,None,Extroverted,The Wildcard,1.0,False,Fever,1.0,Tinder,3.0,0.0,1.0,It's hard to find people I have things in common with,1.0,0.0,1.0,5.0,,Something more... ❤️,Magdalen College,Bridge,,,2020-05-28 18:37:39,0gi745etch289ah5fm0gi74gfl1hx2a4
499,1.0,person 1710,No,St Hugh's College,Female,Male,Post Grad,"Post Grad, Fourth year +, Third year",History,1.0,Chaotic good,Moderately left-wing,0.0,"Very conservative, Moderately conservative",1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,Entz 🎫,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,,True,Uni libraries,,The Taylorian,Oxford University Conservative Association,0.0,1.0,1.0,Sex on the lawns,1.0,A mix of all the above depending on the week,Greggs,The Rose & Crown,Society Café,1.0,1.0,4.0,False,Kebab van,4.0,1.0,"Indie, Pop, Jazz, R&B, Blues, Electronic",Arcade Fire,6.0,3.0,"Rowing, Cycling",Extroverted,The Mess,1.0,True,Beers in Port Meadow,1.0,Tinder,3.0,1.0,1.0,It's hard to find people I have things in common with,1.0,0.0,1.0,5.0,,Something more... ❤️,St Edmund Hall,Bridge,,,2020-05-28 18:59:47,1hcl0irk2k239b2y7u1hclb4i6whfmdn
500,1.0,person 3106,Yes,St Edmund Hall,Female,Male,Third year,"Post Grad, Fourth year +",Earth Sciences (Geology),0.0,,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,Welfare 💜,The silent observer,Using it as your personal lost & found,First🎓,1.0,1.0,The Teamplayer (back them up!),0.0,,True,My room,,none,The Oxford Union,0.0,0.0,0.0,,0.0,A mix of all the above depending on the week,Greggs,big society,costa,0.0,0.0,1.0,True,Ahmeds,2.0,0.0,,,,3.0,"Cycling, Running",In between,The Influencer,1.0,False,an escape room then dinner if we escape,0.0,,,,,,0.0,0.0,0.0,,,Something more... ❤️,Kellogg College,Fever,,,2020-05-28 19:08:10,7jpbu40sqav2yqwbbc7jpbu85gmi0tx0
501,1.0,person 1841,Yes,St Edmund Hall,Female,"Male, Female",Third year,"Fourth year +, Post Grad",English Language and Literature,1.0,Chaotic good,Very left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,Welfare 💜,The silent observer,Ranting / causing drama,Spouse❤️,1.0,1.0,The Teamplayer (back them up!),1.0,,True,Uni libraries,"oh i can't tell that story, it's not appropriate!",upper bodleian or taylorian,The Oxford Union,0.0,0.0,1.0,,1.0,A mix of all the above depending on the week,Greggs,turf,art cafe,0.0,0.0,3.0,True,McDonalds,4.0,1.0,"Blues, Jazz, R&B, Indie, Reggae, Pop, Country, Classical",oh my god way too many don't ask me that,5.0,2.0,i run,In between,The Mom,1.0,False,"drink, many drinks",0.0,,,,,,0.0,0.0,0.0,5.0,,Something more... ❤️,Christ Church,Fever,,,2020-05-28 19:08:39,orbuemq2bm70bx9c49jorbuemp1jmlaw
502,1.0,person 809,No,St John's College,Female,Male,Second year,"Second year, Third year, Fourth year +",English and Modern Languages,1.0,Chaotic good,Moderate,1.0,,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,Entz 🎫,The silent observer,Just general shitposting,Spouse❤️,4.0,0.0,The Teamplayer (back them up!),0.0,Youtube crashed,True,Uni libraries,Eating sushi in the Gladstone Link,Bod/Worcester/Hilda's/Wadham- depends on vibe,Oxford University Conservative Association,1.0,1.0,1.0,,0.0,Morning person 🌅,Pret a Manger,College bars/ KA,Green's or The Art Cafe,0.0,0.0,4.0,True,Asleep,3.0,1.0,"Classical, Jazz, Pop, Country, Reggae, Blues",Too broad,6.0,3.0,Powerlifting,Extroverted,The Wildcard,0.0,False,Driving to Durham to test my vision,1.0,Tinder,4.0,2.0,1.0,I end up getting invested in work and decide now isn't the time. for dates,1.0,1.0,1.0,5.0,,Something more... ❤️,Christ Church,Fever,,,2020-05-28 19:21:37,9bm8ghz79d1fh5fo1k9bm8g6htkd1kde
503,1.0,person 452,Yes,Merton College,Female,"Female, Male",Third year,"Second year, Third year, Fourth year +",History and English,1.0,Chaotic good,Moderately left-wing,0.0,"Slightly conservative, Moderately conservative, Very conservative, Moderate",1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,President👑,I wasn't in the freshers group chat (thankfully),Just general shitposting,First🎓,4.0,0.0,Ask questions to eat up the 🕐,0.0,"submitting the essay for the week before. then, when done with my *actual* essay emailed with an 'oh gosh! did i submit the wrong one? silly me'",True,Uni libraries,hogging one spot for daysss on end,i'd take any as long as they'd take me back tbh :(,Oxford University Conservative Association,1.0,1.0,1.0,-,0.0,A mix of all the above depending on the week,Pret a Manger,turf but it is s p e n n y,crisis or missing bean,0.0,0.0,3.0,False,McDonalds,1.0,1.0,"Indie, Country, Pop, Jazz, Classical, R&B",taylor swift,5.0,1.0,Cycling,Extroverted,The Mess,1.0,True,a walk round the botanic gardens,1.0,"Tinder, Bumble",3.0,1.0,1.0,Messaging is awkward // I don't know what to say,0.0,0.0,0.0,5.0,something on religion might be helpful!,Something more... ❤️,St Anne's College,Plush,-,,2020-05-28 19:35:55,4vu8t4wps58acziw88mwwog24vu8t4wb
504,1.0,person 57,I don't know who that is,Balliol College,Male,Female,Second year,"First year, Second year, Third year, Fourth year +",Mathematics and Philosophy,1.0,Chaotic neutral,Moderately left-wing,1.0,,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,Entz 🎫,I wasn't in the freshers group chat (thankfully),Using it as your personal lost & found,First🎓,3.0,1.0,I'm too busy arguing with the tutor..,1.0,Forgot to send the email,True,My room,"Making tea, I guess? Using library books as a heatmat for the kettle?",Phil/Theo Faculties Library,Oxford University Conservative Association,0.0,0.0,1.0,,0.0,Get up in the afternoon person ⏰ (!!!),Pret a Manger,KA,Columbian Coffee Roasters,1.0,1.0,3.0,False,Kebab van,0.0,0.0,,,5.0,3.0,Waterpolo,Introverted,The Wildcard,0.0,True,Grabbing coffee? Cinema?,1.0,Bumble,3.0,1.0,1.0,Covid-19,1.0,1.0,1.0,3.0,,Something more... ❤️,St John's College,Bridge,...Dating apps? Are you a startup?,,2020-05-28 19:42:04,l6s45iaehb3kqsl6s4r2lj4bmzx0poro
505,1.0,person 2208,No,Exeter College,Female,"Male, Female",Third year,"First year, Second year, Third year, Fourth year +, Post Grad",Physics,0.0,,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,Welfare 💜,The silent observer,Ranting / causing drama,First🎓,1.0,1.0,Please don't ask me a question,0.0,I don't do essays and have never missed a lab report deadline.,False,Uni libraries,Nesting,Rad cam,Student 'journalism',0.0,1.0,1.0,Had an Etonian on* my bed (*I'm a virgin),0.0,Get up in the afternoon person ⏰ (!!!),Greggs,"Spoons, but regarding the previous question, I have never been to Pret or Greggs.",I don't go to cafes they are expensive and I don't like coffee.,1.0,0.0,4.0,False,Kebab van,1.0,0.0,,,1.0,1.0,None,In between,The Mess,0.0,False,Seeing friends because I don't date.,0.0,,,,,,0.0,1.0,1.0,,Remember the asexuals/aromantics when asking about dates.,Just a friend 😊,Wolfson College,Fever,,,2020-05-28 19:49:14,8i9tdhhfktuxvluj8i9tg4elx4uwmdll
506,1.0,person 447,Yes,St Hilda's College,Male,Male,Second year,"First year, Second year",History and Politics,1.0,Chaotic good,Very left-wing,1.0,,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,Entz 🎫,The drama starter,Ranting / causing drama,Spouse❤️,1.0,0.0,I'm too busy arguing with the tutor..,0.0,I was dumped and used it as an excuse saying I was “heartbroken and devastated”,True,Uni libraries,Obvious Eye Sex,SSL,Oxford University Conservative Association,0.0,0.0,1.0,Boyfriend broke up with him because he kissed his lesbian best friend,1.0,Morning person 🌅,Greggs,Four Candles,Nero,1.0,1.0,4.0,False,Kebab van,3.0,1.0,"Pop, R&B, Country, Electronic, Indie",Lizzo,7.0,3.0,Yoga,Extroverted,The Mess,0.0,True,A fucking mad one,0.0,,,,,,0.0,1.0,1.0,5.0,Quality Questions my dudes,Something more... ❤️,St Edmund Hall,Plush,,,2020-05-28 20:20:41,6qt5niw87s8ol7u6qt5nit1xe36ec5io
507,1.0,person 1477,No,Magdalen College,Female,Male,Second year,"Second year, Third year",History,1.0,Chaotic good,Very left-wing,1.0,,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,Entz 🎫,The drama starter,Using it as your personal lost & found,Spouse❤️,3.0,0.0,Ask questions to eat up the 🕐,0.0,,False,College library,,Rad cam,My college's JCR,0.0,0.0,1.0,,1.0,A mix of all the above depending on the week,Pret a Manger,Half moon,Olives,1.0,0.0,2.0,False,Kebab van,3.0,1.0,"Country, Pop",Talking Heads,,4.0,"Football, Cricket, Cycling, Basketball, Rowing, Rugby, Shooting, Swimming",Extroverted,The Wildcard,0.0,False,,1.0,"Hinge, Tinder",1.0,0.0,1.0,It's difficult arranging to meet // I don't know where to meet them,1.0,1.0,1.0,5.0,Perfect,Something more... ❤️,Christ Church,Park End,,,2020-05-28 20:24:50,7y8xwqddf3o9trq7y1tbwhq657iqxoyj
508,1.0,person 1865,Yes,Keble College,Male,Female,Second year,"First year, Second year, Third year, Fourth year +, Post Grad",Geography,1.0,Chaotic evil,Moderately conservative,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,Sports 🏐,I wasn't in the freshers group chat (thankfully),Sharing events nobody cares about,Blue🎖,4.0,0.0,The Teamplayer (back them up!),1.0,Copy and pasted White text to boost the word count,True,College library,Typing loudly,Keble,Student 'journalism',0.0,0.0,1.0,Sex in a Ski Gondola,1.0,A mix of all the above depending on the week,Pret a Manger,Four Candles,Greens,1.0,0.0,5.0,False,McDonalds,1.0,0.0,,,10.0,4.0,"Cycling, Basketball, Rugby, Shooting",Extroverted,The Daredevil,0.0,True,Picnic with booze,1.0,Tinder,3.0,0.0,1.0,It's difficult arranging to meet // I don't know where to meet them,1.0,1.0,1.0,5.0,Good questions,Something more... ❤️,St Edmund Hall,Bridge,Not used them much just a bit of a laugh,,2020-05-28 20:41:59,fsi8u94hlr72phfsi8o0058r4ub6l1pb
509,1.0,person 2330,Yes,St Benet's Hall,Female,Male,First year,"First year, Second year, Third year",History,0.0,,Moderately left-wing,0.0,"Very conservative, Moderately conservative",0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Entz 🎫,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,"Family emergency, my gran fell on the kitchen floor and broke her arm",True,Uni libraries,"Banging away super loudly on Macbook keyboard, we get it your'e rich",Duke Humphries because I'm basic,Oxford University Conservative Association,0.0,0.0,1.0,,0.0,A mix of all the above depending on the week,Pret a Manger,The Royal Oak,Skogen (?),0.0,1.0,2.0,True,Kebab van,2.0,0.0,,,5.0,2.0,Ballet,In between,The Mom,1.0,True,Walking round Christ Church meadows or botanical gardens and talking before  a coffee or something,1.0,Tinder,1.0,0.0,1.0,It's hard to find people I have things in common with,1.0,0.0,1.0,4.0,good range of questions,Something more... ❤️,Green Templeton College,Park End,Dating apps are generally geared towards casual sex which is fine unless you want to find something more substantial and then its not so useful,,2020-05-28 20:57:07,wu4fqj15zt51zgl0wu4orgu7ju9qawoq
510,1.0,person 1630,Yes,Lincoln College,Female,Male,First year,"First year, Second year, Third year, Fourth year +",History,1.0,Chaotic good,Moderately left-wing,1.0,,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,Entz 🎫,The silent observer,Sharing events nobody cares about,Spouse❤️,1.0,0.0,The Teamplayer (back them up!),0.0,made up a religious festival that didn’t exist,True,College library,"went to lib after pub. drunken mess, chunned in lib toilets",lincoln lib 🥰,The Oxford Union,0.0,0.0,1.0,fucked a teacher on school grounds,1.0,A mix of all the above depending on the week,Pret a Manger,chequers!,missing bean,1.0,1.0,5.0,False,Kebab van,2.0,1.0,"Electronic, Jazz, R&B",d’angelo,7.0,2.0,karate/netball,Extroverted,The Mess,0.0,True,a nice walk and then trip to the pub,1.0,"Tinder, Bumble",4.0,1.0,1.0,It's difficult arranging to meet // I don't know where to meet them,1.0,0.0,1.0,5.0,,Something more... ❤️,Brasenose College,Bridge,,,2020-05-28 20:58:09,6cogp0flgmov6we696cogp050jrhsug3
511,1.0,person 228,Yes,Keble College,Female,Female,Second year,"Second year, Third year",Geography,1.0,Chaotic neutral,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,Entz 🎫,The silent observer,Using it as your personal lost & found,Spouse❤️,3.0,0.0,Ask questions to eat up the 🕐,0.0,my dog has a splinter so had to go to vet,True,College library,,Vere Harmsworth,The Oxford Union,0.0,0.0,1.0,Sent a questionnaire to every boy that pied me,1.0,A mix of all the above depending on the week,Pret a Manger,Turf tavern,waterstones,1.0,0.0,5.0,False,McDonalds,2.0,1.0,"Pop, R&B, Rap, Indie",John Mayer hehe x,7.0,2.0,"Rugby, lacrosse",Extroverted,The Wildcard,1.0,True,pub pub pub,1.0,Tinder,3.0,0.0,0.0,It's hard to find people I have things in common with,1.0,1.0,1.0,5.0,,Something more... ❤️,St Hilda's College,Bridge,,,2020-05-28 21:01:02,dvfnaqpz367295fdfp7xyz2cdvfnaq57
512,1.0,person 1319,Yes,St Hugh's College,Female,Male,First year,"First year, Second year, Third year",Modern Languages and Linguistics,1.0,Chaotic good,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,Entz 🎫,The silent observer,Sharing events nobody cares about,First🎓,3.0,1.0,Ask questions to eat up the 🕐,1.0,,True,Uni libraries,,Taylo,The Oxford Union,0.0,1.0,1.0,Self sconce for getting glandular fever from a boy I met in Fever,1.0,A mix of all the above depending on the week,Greggs,Rose and Crown,Waterstone's,1.0,0.0,5.0,True,Kebab van,3.0,1.0,"Country, Electronic, Pop, Rap, R&B, Indie",Mac Miller or Easy Life,7.0,3.0,"Cycling, Football, Rowing, Swimming",In between,The Wildcard,1.0,True,Anything as long as I can be back in Oxford again tbh,0.0,,,,,,1.0,0.0,1.0,5.0,When lockdown is over having a blind date option would be fun!!,Something more... ❤️,Christ Church,Fever,,,2020-05-28 21:38:48,4q065jjwyvlfr4kx4q060wox5nhdparf
513,1.0,person 2495,Yes,Wadham College,Female,Male,First year,First year,Engineering Science,0.0,,Slightly left-wing,1.0,,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,Welfare 💜,The silent observer,Just general shitposting,Spouse❤️,2.0,1.0,Please don't ask me a question,0.0,broke my arm rollerskating,True,College library,pen clicking,wadhlib,Oxford University Conservative Association,0.0,0.0,1.0,,0.0,Morning person 🌅,Greggs,,,0.0,1.0,3.0,False,Kebab van,2.0,1.0,"Indie, Pop, Electronic",glass animals,3.0,3.0,Rowing,Introverted,The Mom,1.0,True,walk,0.0,,,,,,0.0,0.0,0.0,5.0,,Something more... ❤️,Oriel College,Park End,,,2020-05-28 21:41:52,m2z8jzx8cmri3qxj97gm2z8jzz37n92e
514,1.0,person 1030,Yes,Trinity College,Male,Female,First year,"First year, Second year",Mathematics,1.0,Chaotic neutral,I am not political,1.0,,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,Welfare 💜,The silent observer,Just general shitposting,First🎓,1.0,0.0,Please don't ask me a question,1.0,,False,College library,,Bod,Oxford University Conservative Association,0.0,1.0,1.0,,1.0,A mix of all the above depending on the week,Greggs,,,1.0,0.0,3.0,False,not in A&E?,0.0,0.0,,,,0.0,"Football, Swimming",In between,The Mess,0.0,True,,0.0,,,,,,1.0,0.0,1.0,5.0,,Something more... ❤️,Balliol College,Park End,,,2020-05-28 22:08:56,p4k401o7n4yx7lbp4k40qnqyfqg97bvv
515,1.0,person 610,Yes,Merton College,Male,Female,Second year,"Second year, First year, Third year",Law (Jurisprudence),1.0,Chaotic evil,Moderately conservative,1.0,,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,President👑,The silent observer,Ranting / causing drama,First🎓,3.0,0.0,"The Snake (I lied. I actually prepared and wrote 5,000 words.)",0.0,,True,My room,,Cordrington,Student 'journalism',1.0,1.0,1.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Half Moon,Missing Bean,1.0,1.0,3.0,True,Kebab van,2.0,1.0,"Indie, Rap, R&B, Pop",Kanye West,3.0,0.0,None,Extroverted,The Wildcard,0.0,True,,0.0,,,,,,0.0,0.0,1.0,3.0,,Something more... ❤️,Wadham College,Bridge,,,2020-05-28 22:16:18,fxy4v3b6qle79n8tfxyhj0izkghgrx6z
516,1.0,person 803,Yes,Jesus College,Female,Female,First year,"First year, Third year, Second year",Biology,0.0,,Very left-wing,1.0,,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Welfare 💜,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,,True,College library,setting up a temporary tattoo parlor *guilty*,"Jesus periodicals (for light work), Rad Cam upstairs for deadlines",Oxford University Conservative Association,0.0,1.0,1.0,putting on my hookups shoes the morning after instead of my own (we we’re wearing the same shoes),0.0,Morning person 🌅,Pret a Manger,turf tavern,"tie between jericho, society cafe, and the handlebar if that counts",1.0,0.0,4.0,True,Kebab van,2.0,1.0,"Jazz, Indie, Classical, Pop",ABBA pls fight me on this,8.0,2.0,"Rowing, Swimming",In between,The Organizer,1.0,True,,0.0,,,,,,1.0,0.0,1.0,5.0,,Something more... ❤️,Exeter College,Park End,,,2020-05-28 22:17:50,hm0gmkkkl7b1mw39chm0m96j5sqhko8f
